,title,article,price,cat_1,cat_2,cat_3,url,description,caracteristics,source,date
27,Беговая дорожка Proxima Rossi II PROT-222,400139581,65990,Тренажры,Беговые дорожки,Proxima,https://img.mvideo.ru/Big/400139581bb.jpg," Беговая дорожка Proxima Rossi II PROT-222 оснащена полотном 135х48 см с регулируемым углом наклона, которое разгоняется до 20 км/час с помощью электромотора 3 л. с. За счет высокопрочной стальной рамы усиленных соединений модель выдерживает вес до 145 кг. Многозонная амортизация обеспечивает комфорт и безопасность во время занятий. Информацию о пульсе, дистанции и расходе калорий можно просмотреть на цифровом дисплее. Предусмотрены система складывания Just Click, работающая по гидравлическому принципу, и колесики для транспортировки. Размеры — 193х83х143 см, вес — 80 кг.", Гарантия 2 года Страна Китай Обратите внимание Многозонная амортизация «IDEAL SOFT BALANCE» Удачное решение Просторное беговое полотно Важная особенность Рама из высокопрочной стали и усиленные соединения Пользователи оценят Гидравлическая система складывания «JUST CLICK» Хорошо придумано Двигатель американской компании LEESON Длина полотна 135 см Максимальный вес пользователя 145 кг Ширина полотна 48 см Максимальная скорость 20 км/ч Мощность двигателя (л.с.) 3 Регулировка угла наклона 15 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ,www.mvideo.ru,2023-08-16
28,Беговая дорожка Body Sculpture BT-2740 Н-H,400025505,24490,Тренажры,Беговые дорожки ,Body Sculpture,https://img.mvideo.ru/Pdb/400025505b.jpg," Беговая дорожка Body Sculpture BT-2740 Н-H предназначена для использования в домашних условиях. Она обладает возможностью механической регулировки нагрузки. Максимально допустимый вес — 120 кг. За счет сенсорных датчиков пульса, находящихся на ручках, гарантируется контроль здоровья спортсмена. Модель оборудована дисплеем, с которого можно отслеживать время тренировки, пульс, расход калорий, скорость и дистанцию. Скорость передвижения можно регулировать. Полотно характеризуется амортизирующими свойствами, что обеспечивает уменьшение нагрузки на позвоночник и суставы.  Конструкция оснащена транспортировочными роликами, которые упрощают перемещение. В случае необходимости можно изменить угол наклона полотна. Складная конструкция и компактные размеры в сложенном виде (76,5х63х141 см) гарантируют удобство хранения. Вес модели равен 36 кг. Читать полностью"," Гарантия 1,5 года Страна Китай Обратите внимание ЖК дисплей Длина полотна 110 см Максимальный вес пользователя 120 кг Ширина полотна 40 см Максимальная скорость 16 км/ч Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Глубина 144 см Ширина 76.5 см Высота 130 см Вес 35 кг Цвет черный ",www.mvideo.ru,2023-08-16
29,Беговая дорожка FURENDO Sapporo 2.0,400038894,48990,Тренажры,Беговые дорожки,FURENDO,https://img.mvideo.ru/Big/400038894bb.jpg," Беговая дорожка Furendo Sapporo 2.0 оснащен двигателем мощностью 2 л. с., который обеспечивает скорость вращения полотна до 14 км/ч в зависимости от выбранной программы. Тренажер выдерживает вес до 100 кг, оснащен амортизаторами и системой ручного изменения угла наклона полотна в трех положениях. Размер рабочей поверхности — 1210х420 мм. Тренажер снабжен монохромным дисплеем, который передает информацию о тренировке: скорость, время, расстояние, пульс пользователя, выбранную программу и количество расходуемых калорий. Есть возможность подключения смартфона или планшета через Bluetooth или разъем 3,5 мм для проигрывания музыки через встроенные динамики. В комплект поставки включены необходимые ключи для сборки, ключ безопасности и силиконовая смазка для полотна. Читать полностью", Гарантия 1 год Страна Китай Длина полотна 121 см Максимальный вес пользователя 100 кг Ширина полотна 42 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 2 Регулировка угла наклона 3 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 175 см Ширина 135 см Высота 75 см Вес 65 кг Цвет черный ,www.mvideo.ru,2023-08-16
30,Беговая дорожка Dfc T122S Kengury,4080167,31990,Тренажры,Беговые дорожки,Dfc,https://img.mvideo.ru/Pdb/4080167b.jpg," Беговая дорожка T122S Kengury от производителя Dfc — это механическая складная модель с базовым набором функций, отлично подходящим для эффективных тренировок в домашних условиях. Она произведена с использованием высококачественных материалов, благодаря чему полотно движется очень плавно.  Максимальный допустимый вес — 100 кг. Вам доступен режим сканирования, настройка текущей скорости работы, выявление расхода электроэнергии и другие параметры. Для перемещения имеются небольшие колесики.", Гарантия 1 год Страна Китай Длина полотна 110 см Максимальный вес пользователя 100 кг Ширина полотна 40 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 2 Цифровой дисплей Да Индикация пульса Да Питание от сети 220 В Да Вес 34 кг Цвет серебристый ,www.mvideo.ru,2023-08-16
31,Беговая дорожка UnixFit R-280,400016290,29890,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/400016290b.jpg," Беговая дорожка UnixFit R-280 выдерживает нагрузку до 110 кг. В ней используется полотно 108х41 см с антискользящим покрытием, которое благодаря двигателю 1,25 л.с. движется со скоростью от 0,8 до 10 км/час. Мотор оснащен защитой от перегрева и работает с низким уровнем шума благодаря технологии Smartex. Устройство получает питание от электросети 220 В. Есть цифровой дисплей, на который выводится информация о тренировке, в том числе пройденное расстояние, частота пульса и расход калорий. Поддержка Bluetooth позволяет подключить мобильный девайс, чтобы использовать фитнес-приложение FitShow и транслировать музыку без проводов на встроенные динамики. Размеры — 73х130х103 см, вес — 32 кг.", Гарантия 2 года Страна Китай Длина полотна 108 см Максимальный вес пользователя 110 кг Ширина полотна 41 см Максимальная скорость 10 км/ч Мощность двигателя (л.с.) 1.25 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 73 см Ширина 130 см Высота 103 см Вес 32 кг Цвет черный/ серый ,www.mvideo.ru,2023-08-16
32,Беговая дорожка UnixFit R-320X Ultra-Slim,4079683,49890,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/4079683b.jpg, Беговая дорожка UnixFit R-320X Ultra-Slim разработана специально для использования ее в домашних условиях. Производитель оснастил ее механической регулировкой параметра интенсивности. Вы можете выбрать режим работы для легкой пробежки и активной ходьбы. Модель рассчитана на максимальную скорость 10 км/ч. Удобные поручни облегчают тренировки и придают им большую безопасность.  Амортизационная система делает конструкцию бесшумной и снижает нагрузку на суставы и позвоночник. На ярком дисплее отображается статус проводимой тренировки и показатели организма. Благодаря транспортировочным роликам вы легко сможете передвинуть платформу в другое место.   Двухслойное полотно с антискользящим покрытием повышает уровень комфорта. Управлять спортивным модулем и настраивать его можно и с помощью пульта. Кардиотренажер обладает встроенными динамиками с возможностью подключения смартфона или планшета. Читать полностью, Гарантия 2 года Страна Китай Длина полотна 125 см Ширина полотна 46 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 1.75 Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 155 см Ширина 74 см Высота 150 см Вес 48 кг Цвет синий ,www.mvideo.ru,2023-08-16
33,Беговая дорожка Titanium One T42 S,4171132,35990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/4171132bb.jpg,, Гарантия 6 месяцев Страна Китай Длина полотна 122 см Максимальный вес пользователя 100 кг Ширина полотна 43 см Максимальная скорость 10 км/ч Мощность двигателя (л.с.) 1.75 Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 145 см Ширина 61 см Высота 14 см Вес 21 кг Цвет черный ,www.mvideo.ru,2023-08-16
34,Беговая дорожка UnixFit ST-540Z,400016342,35490,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/400016342b.jpg," Беговая дорожка UnixFit ST-540Z, рассчитанная на домашнее использование, поддерживает 14 программ. В ней установлен мотор 2 л.с. с защитой от перегрева и системой шумоподавления Smartex. Скорость варьируется от 0,8 до 13 км/час, угол наклона можно менять. На полотне 110х40 см есть покрытие, которое препятствует скольжению. Устройство выдерживает вес до 120 кг. В поручни встроены сенсорные датчики, измеряющие пульс, — полученная ими информация, а также пройденная дистанция и количество потраченных калорий отображаются на цифровом дисплее. Встроенные динамики позволяют слушать музыку с девайсов, подключенных через разъем USB. Размеры модели — 65х150х130 см, вес — 35 кг. Читать полностью", Гарантия 2 года Страна Китай Длина полотна 110 см Максимальный вес пользователя 120 кг Ширина полотна 40 см Максимальная скорость 13 км/ч Мощность двигателя (л.с.) 2 Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 65 см Ширина 150 см Высота 130 см Вес 35 кг Цвет серебристый/ черный ,www.mvideo.ru,2023-08-16
35,Беговая дорожка Body Sculpture BT-5600,400025518,38890,Тренажры,Беговые дорожки ,Body Sculpture,https://img.mvideo.ru/Pdb/400025518b.jpg," Беговая дорожка Body Sculpture BT-5600 обладает 15 тренировочными программами, которые при необходимости можно регулировать. Максимальная нагрузка — 120 кг. Благодаря возможности складывания тренажер не занимает много места. Габаритные размеры составляют 55х125х165 см, вес — 46 кг. Питание осуществляется от сети. Двигатель мощностью 1,5 л. с. заставляет двигаться полотно шириной 45 см со скоростью от 0,8 км/ч до 14 км/ч. При желании можно регулировать угол наклона. Встроенная система амортизации способствует уменьшению напряжения на позвоночник. Бортики устройства оснащены противоскользящими ковриками из резины и боковыми подлокотниками. Перемещение тренажера осуществляется при помощи роликов. На ЖК-дисплее отображаются время тренировки, пульс, расход калорий, скорость и пройденная дистанция. В комплекте — держатель для бутылки, ключи для сборки и кардиодатчик. Читать полностью"," Гарантия 1,5 года Страна Китай Обратите внимание ЖК дисплей с подсветкой Длина полотна 120 см Максимальный вес пользователя 120 кг Ширина полотна 45 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 1.5 Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 158 см Ширина 26 см Высота 75 см Вес 46 кг ",www.mvideo.ru,2023-08-16
36,Беговая дорожка UnixFit ST-600X,400015684,46890,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/400015684b.jpg," Беговая дорожка UnixFit ST-600X, рассчитанная на домашнее использование, поддерживает 15 программ. В ней установлен мотор 2 л.с. с защитой от перегрева и системой шумоподавления Smartex. Скорость варьируется от 0,8 до 14,8 км/час, угол наклона можно менять. На полотне 120х42 см есть покрытие, которое препятствует скольжению. Устройство выдерживает вес до 120 кг. В поручни встроены сенсорные датчики, измеряющие пульс, — полученная ими информация, а также пройденная дистанция и количество потраченных калорий отображаются на цифровом дисплее. Встроенные динамики позволяют слушать музыку с девайсов, подключенных через разъем USB и AUX. Размеры модели — 66х148х121 см, вес — 60 кг. Читать полностью",,www.mvideo.ru,2023-08-16
37,Беговая дорожка Orlauf Corvus,400158008,69990,Тренажры,Беговые дорожки,Orlauf,https://img.mvideo.ru/Pdb/400158008b.jpg,, Гарантия 2 года Страна Китай Обратите внимание Электронное изменение угла наклона Удачное решение Синхронизация с приложением FitShow Важная особенность Просторное беговой полотно Пользователи оценят Устойчивая подставка для планшета или смартфона Хорошо придумано Отличная система амортизации Длина полотна 130 см Максимальный вес пользователя 140 кг Ширина полотна 48 см Максимальная скорость 18 км/ч Мощность двигателя (л.с.) 2.5 Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да ,www.mvideo.ru,2023-08-16
38,Беговая дорожка Planta TM-300,4124092,,Тренажры,Беговые дорожки,Planta,https://img.mvideo.ru/Big/4124092bb.jpg," Беговая дорожка Planta TM-300 без труда складывается для хранения и экономит пространство. Ультратонкий тренажер набирает скорость до 12 км/ч, что позволит заниматься легким и быстрым бегом. Поверхность полотна надежно сцепляется с обувью, это делает тренировки безопасными и комфортными. Удобная толщина поручней обеспечивает крепкий захват.   На встроенном дисплее отображаются данные о пройденной дистанции, темпе движений и расходе калорий. Модель выдерживает до 100 кг веса и не сковывает движения благодаря оптимальным размерам дорожки — 110 х 40 см.", Читать обзор на товар Гарантия 1 год Страна Китай Длина полотна 110 см Максимальный вес пользователя 100 кг Ширина полотна 40 см Максимальная скорость 12 км/ч Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Питание от сети 220 В Да Глубина 59 см Ширина 98.5 см Высота 14.5 см Вес 23 кг Цвет черный ,www.mvideo.ru,2023-08-16
39,Беговая дорожка Orlauf Owl Silver,400072855,59990,Тренажры,Беговые дорожки,Orlauf,https://img.mvideo.ru/Big/400072855bb.jpg," Беговая дорожка Orlauf Owl Silver оборудована небольшим цифровым дисплеем, на который выводится информация о времени тренировки, скорости бега и расстоянии, пройденном при проведении выбранной программы. Устройство подходит для хранения в вертикальном положении, высота в сложенном виде не превышает 22 см. Многослойное беговое полотно с противоскользящим рисунком развивает скорость до 12 км/ч.  Модель подключается к бытовой электрической сети, рабочее напряжение составляет 220 В. В комплекте идет пульт, при помощи которого включается устройство и регулируется скорость движения. Снижается риск получения травм суставов при выполнении тренировки благодаря современной системе амортизации. Максимально допустимая нагрузка на устройства — не более 130 кг. Читать полностью",,www.mvideo.ru,2023-08-16
40,Беговая дорожка UnixFit ST-540Z,4079071,33890,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/4079071b.jpg," Беговая дорожка UnixFit ST-540Z — это домашний спортивный модуль с возможностью настройки нагрузок. Тренажер можно использовать как для легкой пробежки, так и для интенсивной ходьбы с заданной скоростью, которая может достигать 9 км/ч. У прибора корректируется угол наклона, так что вы можете прокачивать мышцы ног при активном подъеме в гору.   Яркий дисплей, размещенный на лицевой стороне корпуса, показывает пройденное расстояние, израсходованные калории и ваши физиологические параметры. Модель оснащается держателем под бутылки с водой. Транспортировочные ролики упрощают эксплуатацию.   Кардиотренажер обладает компактными размерами, он не занимает много места в помещении. После сложения его можно хранить как в вертикальном, так и в горизонтальном положении. Платформа с регулировкой полотна в трех ракурсах предназначена для пользования людьми ростом до 170 см. Есть восемь тренировочных профилей, максимальная скорость — 9 км/ч — соответствует бегу в среднем темпе. Читать полностью", Гарантия 2 года Страна Китай Длина полотна 110 см Максимальный вес пользователя 110 кг Ширина полотна 40 см Максимальная скорость 13 км/ч Мощность двигателя (л.с.) 1.5 Регулировка угла наклона 15 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 150 см Ширина 65 см Высота 130 см Вес 35 кг Цвет черный ,www.mvideo.ru,2023-08-16
41,Беговая дорожка Planta ТМ-500,4143666,29990,Тренажры,Беговые дорожки,Planta,https://img.mvideo.ru/Big/4143666bb.jpg,, Гарантия 1 год Страна Китай Длина полотна 100 см Максимальный вес пользователя 120 кг Ширина полотна 36 см Максимальная скорость 6 км/ч Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 133 см Ширина 63.5 см Высота 11 см Вес 31 кг Цвет черный ,www.mvideo.ru,2023-08-16
42,Беговая дорожка Planta TM-M50,4184599,13990,Тренажры,Беговые дорожки,Planta,https://img.mvideo.ru/Big/4184599bb.jpg," Беговая дорожка-эллипс Planta TM-М50 с максимальной нагрузкой 100 кг обладает габаритами 11х63,5х133 см. Модель складная. Эллипс оснащен системой амортизации, которая минимизирует нагрузку на суставы. Размер беговой поверхности — 36х100 см. На поручне расположена кнопка переключения скоростей. Скорость варьируется от 0,8 до 6 км/ч. Устройство снабжено складными поручнями, колесиками, ключом безопасности, дисплеем. Вес дорожки составляет 31 кг. Мощность — 350 Вт.", Гарантия 3 года Страна Китай Длина полотна 100 см Максимальный вес пользователя 100 кг Ширина полотна 36 см Максимальная скорость 0.8 км/ч Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация расхода калорий Да Индикация пульса Да Питание от сети 220 В Да Глубина 133 см Ширина 63.5 см Высота 131 см Вес 31 кг Цвет черный ,www.mvideo.ru,2023-08-16
43,Беговая дорожка Orlauf Owl Black,400157891,59990,Тренажры,Беговые дорожки,Orlauf,https://img.mvideo.ru/Big/400157891bb.jpg,, Гарантия 2 года Страна Китай Обратите внимание Программ и измерения пульса здесь нет. Удачное решение В дорожке есть встроенные колонки Важная особенность В сложенном виде высота дорожки всего 20 см Пользователи оценят дека толщиной 16 мм и многослойное беговое полотно Хорошо придумано Для управления дорожкой есть пульт Длина полотна 122 см Максимальный вес пользователя 130 кг Ширина полотна 45 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 2.5 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 146 см Ширина 74 см ,www.mvideo.ru,2023-08-16
44,Беговая дорожка Orlauf Shrike,400032685,31990,Тренажры,Беговые дорожки,Orlauf,https://img.mvideo.ru/Pdb/400032685b.jpg," Беговая дорожка Orlauf Fitness Shrike оборудована широким беговым полотном размером 110 см с функцией настройки угла наклона на 15% для увеличения нагрузки. Противоскользящее покрытие способствует лучшему сцеплению подошвы кроссовок с поверхностью по время бега. Модель не занимает много места при хранении дома благодаря складной конструкции. Максимальная скорость, которую способно развить устройство, составляет 12 км/ч.  Допустимая нагрузка на беговую дорожку не должна превышать 100 кг. Встроен большой цифровой дисплей с индикацией пройденного расстояния и времени, затраченного на тренировку. В поручнях установлен датчик для считывания пульса. Модель подключается к бытовой электрической сети напряжением 220 В. Оборудована колесиками для перемещения. Читать полностью", Гарантия 2 года Страна Китай Обратите внимание Угол наклона полотна меняется ручным способом Удачное решение Беговое полотно приподнимается под наклоном до 15% Важная особенность Качественное полотно с антискользящим протектором Пользователи оценят Компактное складывание Хорошо придумано Горячие клавиши управления русифицированы Длина полотна 110 см Максимальный вес пользователя 100 кг Ширина полотна 40 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 1.5 Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да ,www.mvideo.ru,2023-08-16
45,Беговая дорожка Titanium Masters Physiotech TLC,4081137,149990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081137b.jpg," Беговая дорожка Titanium Masters Physiotech TLC станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.  Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Читать обзор на товар Гарантия 1 год Страна Китай Длина полотна 151 см Максимальный вес пользователя 160 кг Ширина полотна 54 см Максимальная скорость 20 км/ч Мощность двигателя (л.с.) 3.5 Регулировка угла наклона 20 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 43 см Ширина 96 см Высота 222.4 см Вес 133.54 кг Цвет черный ,www.mvideo.ru,2023-08-16
46,Беговая дорожка UnixFit R-300C Ultra-Slim,4079064,40490,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/4079064b.jpg, Беговая дорожка UnixFit R-300C Ultra-Slim разработана специально для использования ее в домашних условиях. Производитель оснастил ее механической регулировкой параметра интенсивности. Вы можете выбрать режим работы для легкой пробежки и активной ходьбы. Модель рассчитана на максимальную скорость 10 км/ч. Удобные поручни облегчают тренировки и придают им большую безопасность.  Амортизационная система делает конструкцию бесшумной и снижает нагрузку на суставы и позвоночник. На ярком дисплее отображается статус проводимой тренировки и показатели организма. Благодаря транспортировочным роликам вы легко сможете передвинуть платформу в другое место.   Двухслойное полотно с антискользящим покрытием повышает уровень комфорта. Управлять спортивным модулем и настраивать его можно и с помощью пульта. Кардиотренажер обладает встроенными динамиками с возможностью подключения смартфона или планшета. Читать полностью, Гарантия 2 года Страна Китай Длина полотна 120 см Максимальный вес пользователя 100 кг Ширина полотна 46 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 2 Индикация дистанции Да Индикация выбранной скорости Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 143 см Ширина 62 см Высота 113 см Вес 28 кг Цвет черный ,www.mvideo.ru,2023-08-16
47,Беговая дорожка Nordictrack NETL99017 T 12.0,4080612,99990,Тренажры,Беговые дорожки,Nordictrack,https://img.mvideo.ru/Big/4080612bb.jpg," Беговая дорожка Nordictrack NETL99017 T 12.0 поможет проводить эффективные тренировки, как любителям, так и профессиональным спортсменам. Тренажер развивает скорость от 1 до 22 км/ч и выдерживает вес до 125 кг. Вы можете регулировать угол наклона до 10°, увеличивая нагрузку на мышцы. Наличие 32 программ позволит разнообразить схему занятий, чтобы добиться быстрого результата. На цветном дисплее отображаются время, расход калорий, темп и пройденная дистанция. Удобные поручни эргономичной формы обеспечивают крепкий захват.  Модель оснащена подставкой для аксессуаров, держателем для бутылок и полкой, надежно фиксирующей гаджет. В нее вмонтирован вентилятор, обеспечивающий приятные условия для тренировок, и динамики. Аудионосители моментально подключаются через встроенный модуль Bluetooth. После эксплуатации устройство легко собирается, экономя место и без труда перемещается с помощью транспортировочных колес. Читать полностью", Гарантия 2 года Страна Китай Длина полотна 152 см Максимальный вес пользователя 125 кг Ширина полотна 46 см Максимальная скорость 22 км/ч Мощность двигателя (л.с.) 3 Регулировка угла наклона 10 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Вес 85 кг Цвет черный ,www.mvideo.ru,2023-08-16
48,Беговая дорожка UnixFit R-300C Ultra-Slim,4079064,40490,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/4079064b.jpg, Беговая дорожка UnixFit R-300C Ultra-Slim разработана специально для использования ее в домашних условиях. Производитель оснастил ее механической регулировкой параметра интенсивности. Вы можете выбрать режим работы для легкой пробежки и активной ходьбы. Модель рассчитана на максимальную скорость 10 км/ч. Удобные поручни облегчают тренировки и придают им большую безопасность.  Амортизационная система делает конструкцию бесшумной и снижает нагрузку на суставы и позвоночник. На ярком дисплее отображается статус проводимой тренировки и показатели организма. Благодаря транспортировочным роликам вы легко сможете передвинуть платформу в другое место.   Двухслойное полотно с антискользящим покрытием повышает уровень комфорта. Управлять спортивным модулем и настраивать его можно и с помощью пульта. Кардиотренажер обладает встроенными динамиками с возможностью подключения смартфона или планшета. Читать полностью, Гарантия 2 года Страна Китай Длина полотна 120 см Максимальный вес пользователя 100 кг Ширина полотна 46 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 2 Индикация дистанции Да Индикация выбранной скорости Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 143 см Ширина 62 см Высота 113 см Вес 28 кг Цвет черный ,www.mvideo.ru,2023-08-16
49,Беговая дорожка Titanium Masters Physiotech TDA,4081125,66990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081125b.jpg," Беговая дорожка Titanium Masters Physiotech TDA станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 126 см Максимальный вес пользователя 130 кг Ширина полотна 42 см Максимальная скорость 16 км/ч Мощность двигателя (л.с.) 2.75 Регулировка угла наклона 15 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 76.5 см Ширина 33 см Высота 169 см Вес 66 кг Цвет черный ,www.mvideo.ru,2023-08-16
