,title,article,price,cat_1,cat_2,cat_3,url,description,caracteristics,source,date
119,Беговая дорожка Bronze Gym T960M_TFT,400084242,512990,Тренажры,Беговые дорожки ,Bronze Gym,https://img.mvideo.ru/Big/400084242bb.jpg," Беговая дорожка Bronze Gym T960M_TFT оснащена полотном 155х60 см, дополненным системой автоматической смазки. Мощность мотора Fuji Electric — 7,2 л. с., предельная скорость — 22 км/час. Угол наклона можно регулировать. Модель предлагает 44 программы и рассчитана на тех, чей вес не превышает 180 кг. Для управления и контроля результатов тренировок предусмотрен цветной дисплей с TFT-матрицей 18,5 дюйма. На нем отображаются данные о пройденном расстоянии, скорости, потраченных калориях и пульсе. Колесики помогают перемещать тренажер. Размеры — 225х92х166 см, вес — 205 кг."," Гарантия 3 года Страна Китай Обратите внимание Система автоматической смазки бегового полотна Удачное решение 18,5-дюймовый сенсорный цветной TFT-дисплей Важная особенность Двигатель Fuji Electric Пользователи оценят Ортопедическое полотно Habasit NVT-232 Хорошо придумано 44 программы Длина полотна 155 см Максимальный вес пользователя 180 кг Ширина полотна 60 см Максимальная скорость 22 км/ч Мощность двигателя (л.с.) 7.2 Регулировка угла наклона 15 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ",www.mvideo.ru,2023-08-16
120,Беговая дорожка Titanium Masters Physiotech A360,400123365,69990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400123365bb.jpg," Беговая дорожка Titanium Masters Physiotech A360 оснащена дополнительными кнопками управления на поручнях. Там же расположены датчики пульса. Можно отслеживать их показания на большом электронном дисплее. Тренажер подходит для спортсменов, чей вес не превышает 140 кг. Размеры бегового полотна — 132х47 см. Модель оборудована двигателем мощностью 3 л.с, разгоняющим устройство до 18 км/ч. Возможно изменять угол наклона для увеличения или уменьшения желаемой нагрузки. Тренажер складывается пополам и в таком положении занимает в два раза меньше места. Для транспортировки беговой дорожки по квартире предусмотрены колесики. Габариты — 178х76х29,5 см. Вес — 64 кг.", Гарантия 1 год Страна Китай Длина полотна 132 см Максимальный вес пользователя 140 кг Ширина полотна 47 см Максимальная скорость 18 км/ч Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 178 см Ширина 76 см Высота 29.5 см Вес 64.22 кг Цвет черный ,www.mvideo.ru,2023-08-16
121,Беговая дорожка Royal Fitness RF-9,400084752,21990,Тренажры,Беговые дорожки ,Royal Fitness,https://img.mvideo.ru/Pdb/400084752b.jpg," Беговая дорожка Royal Fitness RF-9 с полотном 100х35 см рассчитана на людей, чей вес не превышает 90 кг. Предельная скорость, которую обеспечивает двигатель 1,6 л. с. — 10 км/час. Предусмотрена механическая настройка угла наклона, доступны три уровня. На цифровом дисплее отображается информация о ходе тренировки: дистанция, скорость и потраченные калории. Складная конструкция и транспортировочные ролики упрощают хранение. Размеры — 124х58,5х111,5 см, вес — 21 кг.",,www.mvideo.ru,2023-08-16
122,Беговая дорожка UnixFit TDST560E,4142774,39490,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/4142774b.jpg,, Гарантия 2 года Страна Китай Длина полотна 120 см Максимальный вес пользователя 120 кг Ширина полотна 42 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 1.75 Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 153 см Ширина 69 см Высота 124 см Вес 45 кг Цвет черный/ белый ,www.mvideo.ru,2023-08-16
123,Беговая дорожка Dfc T-B Pro,4142749,45190,Тренажры,Беговые дорожки,Dfc,https://img.mvideo.ru/Pdb/4142749b.jpg,, Гарантия 1 год Страна Китай Длина полотна 100 см Максимальный вес пользователя 182 кг Ширина полотна 51 см Максимальная скорость 8 км/ч Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 125 см Ширина 82 см Высота 139 см Вес 54 кг Цвет черный ,www.mvideo.ru,2023-08-16
124,Беговая дорожка Applegate T8_C,400161491,64790,Тренажры,Беговые дорожки,Applegate,https://img.mvideo.ru/Big/400161491bb.jpg,," Гарантия 1 год Страна Китай Обратите внимание Полотно толщиной 1,8 мм из специального полимера Удачное решение Полностью складная конструкция Важная особенность Двигатель компании Schneider Electric Пользователи оценят Колонки мощностью 3 Ватт съёмный столик и вход AUX Хорошо придумано В памяти консоли содержится 12 встроенных программ Длина полотна 125 см Максимальный вес пользователя 100 кг Ширина полотна 43 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 3.6 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 153 см ",www.mvideo.ru,2023-08-16
125,Беговая дорожка Oxygen Fitness NEWCLASSIC_AURUM_ACLCD,400135750,155990,Тренажры,Беговые дорожки ,Oxygen Fitness,https://img.mvideo.ru/Pdb/400135750b.jpg," Беговая дорожка Oxygen Fitness Newclassic_Aurum_ACLCD с многослойным полотном 142х50 см выдерживает вес до 150 кг. Мощности электромотора 6,3 л. с. достаточно, чтобы обеспечить скорость до 20 км/час. Доступны 28 программ и компьютер с цифровым цветным сенсорным дисплеем 7 дюймов, на который выводится информация о пульсе, пройденном расстоянии и количестве потраченных калорий. К разъемам USB и AUX можно подключать устройства-источники аудиоконтента, звук воспроизводится через встроенные динамики 5 Вт. Для перемещения предусмотрены колесики. Размеры — 166х88х141 см, вес — 95 кг."," Гарантия 3 года Страна Китай Обратите внимание встроенные динамики (5 Ватт) Удачное решение 28 встроенные программы Важная особенность беговое полотно многослойное коммерческое Habasit Пользователи оценят 7 дюймовый голубой многофункциональный LCD дисплей Хорошо придумано разъёмы AUX IN, AUX OUT, USB Длина полотна 142 см Максимальный вес пользователя 150 кг Ширина полотна 50 см Максимальная скорость 20 км/ч Мощность двигателя (л.с.) 6.3 Регулировка угла наклона 20 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ",www.mvideo.ru,2023-08-16
126,Беговая дорожка Titanium One T22 S,4167375,22990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/4167375bb.jpg,, Гарантия 6 месяцев Страна Китай Длина полотна 100 см Максимальный вес пользователя 90 кг Ширина полотна 38 см Максимальная скорость 8 км/ч Мощность двигателя (л.с.) 2.1 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 121 см Ширина 56 см Высота 12 см Вес 15 кг Цвет черный ,www.mvideo.ru,2023-08-16
127,Беговая дорожка ONLITOP 537823,400124139,14690,Тренажры,Беговые дорожки,ONLITOP,https://img.mvideo.ru/Pdb/400124139b.jpg," Беговая дорожка Onlitop 537823 — модель детского тренажера для тренировок дома, способна выдержать вес до 60 кг. Беговое полотно длиной 72 см, шириной 48 см. Тренажер работает от батареек. Регулировка нагрузки — электронная. Встроена система амортизации. На дисплее показаны сведения о времени тренировки, дистанции, пульсе, скорости и расходе калорий. Транспортировочные ролики позволяют переставлять тренажер.   Отличительная особенность модели — крутящийся диск, присоединяемый к беговой дорожке. Используется для тренировки мышц пресса и спины. Цвет корпуса — голубой, красный. Размер равен 72х48х90 см. Вес — 15,843 кг.", Гарантия 3 месяца Страна Китай Длина полотна 72 см Максимальный вес пользователя 60 кг Ширина полотна 48 см Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Глубина 72 см Ширина 48 см Высота 90 см Вес 15.843 кг Цвет голубой/ красный ,www.mvideo.ru,2023-08-16
128,Беговая дорожка Evo Fitness Vector M600,400157769,34490,Тренажры,Беговые дорожки ,Evo Fitness,https://img.mvideo.ru/Pdb/400157769b.jpg,, Гарантия 2 года Страна Китай Длина полотна 122 см Максимальный вес пользователя 120 кг Ширина полотна 42 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 2 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 146 см Ширина 76 см Высота 96 см Вес 35 кг Цвет алюминий/ черный ,www.mvideo.ru,2023-08-16
129,Беговая дорожка Evo Fitness Speed plus,400129710,23990,Тренажры,Беговые дорожки ,Evo Fitness,https://img.mvideo.ru/Big/400129710bb.jpg," Беговая дорожка Evo Fitness Speed plus оснащена 12 тренировочными программами. Изменение режима, контроль за преодоленным расстоянием, потраченными калориями осуществляются при помощи кнопок и цифрового дисплея. По бокам размещены поручни, позволяющие держаться при ходьбе или беге. Полотно отличается длиной 104 см и шириной 39 см, выдерживает нагрузку до 110 кг.   Предельная возможная скорость — 8 км/ч. Двигатель обладает мощностью 1,5 л.с. Модель складывается до компактных размеров. Легкость перемещения по комнате обеспечивают колесики, не деформирующие напольное покрытие. В качестве источника питания применяется электрическая сеть. Напряжение — 220 В. Корпус окрашен в черный цвет. Габариты — 129х51х91 см. Вес — 28 кг. Читать полностью", Гарантия 2 года Страна Китай Длина полотна 104 см Максимальный вес пользователя 110 кг Ширина полотна 39 см Максимальная скорость 8 км/ч Мощность двигателя (л.с.) 1.5 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 129 см Ширина 51 см Высота 91 см Вес 28 кг Цвет черный ,www.mvideo.ru,2023-08-16
130,Беговая дорожка Titanium Masters Maglev M220,400177606,63990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400177606bb.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 120 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 142.5 см Ширина 70 см Высота 25 см Вес 52 кг Цвет черный ,www.mvideo.ru,2023-08-16
131,Беговая дорожка Titanium Masters Slimtech S260,400177607,68990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/400177607b.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 120 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 164 см Ширина 79 см Высота 30 см Вес 57 кг Цвет черный ,www.mvideo.ru,2023-08-16
132,Беговая дорожка Titanium One T45 C,400177608,36990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400177608bb.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 110 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 141 см Ширина 63 см Высота 22 см Вес 34 кг Цвет черный ,www.mvideo.ru,2023-08-16
133,Беговая дорожка Titanium One T25 C,400177609,29990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400177609bb.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 100 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 121 см Ширина 60 см Высота 20.5 см Вес 24 кг Цвет черный ,www.mvideo.ru,2023-08-16
134,Беговая дорожка Titanium Masters Slimtech S50,400177610,89990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400177610bb.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 150 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 183 см Ширина 95 см Высота 34 см Вес 78 кг Цвет черный ,www.mvideo.ru,2023-08-16
135,Беговая дорожка Titanium Masters Physiotech A480,400177611,104990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400177611bb.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 160 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 192 см Ширина 88.5 см Высота 33 см Вес 88 кг Цвет черный ,www.mvideo.ru,2023-08-16
136,Беговая дорожка Titanium Masters Physiotech A460 TFT,400177612,124990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400177612bb.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 160 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 176.5 см Ширина 90.5 см Высота 28 см Вес 85 кг Цвет черный ,www.mvideo.ru,2023-08-16
137,Беговая дорожка Titanium Masters Slimtech C10 Red,4081141,49990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081141b.jpg," Беговая дорожка Titanium Masters Slimtech C10 отличается компактными размерами и идеальна для домашнего пользования. Благодаря складной конструкции модуль не занимает много места при хранении. Удобства добавляют транспортировочные колеса для быстрого перемещения. Ролики не оставляют царапин на напольном покрытии. Для поддержки равновесия при забеге имеются эргономичные поручни.   Мощный электродвигатель обеспечивает скорость платформы до 12 км/ч. Амортизационная система среднего уровня жесткости обладает четырьмя эластомерами. Это минимизирует негативное воздействие нагрузок на суставы и позвоночник. Инновационные датчики присутствия автоматически выключают тренажер, как только вы сходите с полотна.  Прибор оснащается современным типом электроуправления. Выбор необходимых программ занятий и других настроек проводится с помощью кнопок и цифрового дисплея. Встроенный Bluetooth-модуль позволяет подключить смартфон или планшет. Читать полностью", Гарантия 1 год Страна Китай Длина полотна 120 см Максимальный вес пользователя 120 кг Ширина полотна 40 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 3 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 75 см Ширина 15 см Высота 148.5 см Вес 40.7 кг Цвет черный/ красный ,www.mvideo.ru,2023-08-16
138,Беговая дорожка Titanium Masters Physiotech TCA,4081123,56990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081123b.jpg," Беговая дорожка Titanium Masters Physiotech TCA станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 123 см Максимальный вес пользователя 120 кг Ширина полотна 43.5 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 2.25 Регулировка угла наклона 15 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 30.2 см Ширина 77.2 см Высота 158.7 см Вес 59.76 кг Цвет черный ,www.mvideo.ru,2023-08-16
139,Беговая дорожка Titanium Masters Physiotech TGF,4081131,87990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081131b.jpg," Беговая дорожка Titanium Masters Physiotech TGF станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 138 см Максимальный вес пользователя 140 кг Ширина полотна 46 см Максимальная скорость 16 км/ч Мощность двигателя (л.с.) 3.25 Регулировка угла наклона 15 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 84.5 см Ширина 36.5 см Высота 197 см Вес 80 кг Цвет черный ,www.mvideo.ru,2023-08-16
140,Беговая дорожка Titanium Masters Physiotech TDM,4081127,52990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081127b.jpg," Беговая дорожка Titanium Masters Physiotech TDM станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 126 см Максимальный вес пользователя 130 кг Ширина полотна 43.5 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 2.25 Регулировка угла наклона 4 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Ширина 76.5 см Высота 168 см Вес 60 кг Цвет черный ,www.mvideo.ru,2023-08-16
141,Беговая дорожка Titanium Masters Physiotech TFA,4081129,69990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081129b.jpg," Беговая дорожка Titanium Masters Physiotech TFA станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 128 см Максимальный вес пользователя 140 кг Ширина полотна 46 см Максимальная скорость 16 км/ч Мощность двигателя (л.с.) 3 Регулировка угла наклона 15 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 84.5 см Ширина 36.5 см Высота 211 см Вес 81 кг Цвет черный ,www.mvideo.ru,2023-08-16
142,Беговая дорожка Titanium Masters Physiotech TBM,4081069,48990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081069b.jpg," Беговая дорожка Titanium Masters Physiotech TBM станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 123 см Максимальный вес пользователя 120 кг Ширина полотна 43.5 см Максимальная скорость 12 км/ч Мощность двигателя (л.с.) 2.25 Регулировка угла наклона 4 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 27 см Ширина 77 см Высота 158.5 см Вес 51 кг Цвет черный ,www.mvideo.ru,2023-08-16
143,Беговая дорожка Titanium Masters Slimtech C20 Coffee,4081073,82990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081073b.jpg," Беговая дорожка Titanium Masters Slimtech C20 отличается компактными размерами и идеальна для домашнего пользования. Благодаря складной конструкции модуль не занимает много места при хранении. Удобства добавляют транспортировочные колеса для быстрого перемещения. Ролики не оставляют царапин на напольном покрытии. Для поддержки равновесия при забеге имеются эргономичные поручни.   Мощный электродвигатель обеспечивает скорость платформы до 12 км/ч. Амортизационная система среднего уровня жесткости обладает четырьмя эластомерами. Это минимизирует негативное воздействие нагрузок на суставы и позвоночник. Инновационные датчики присутствия автоматически выключают тренажер, как только вы сходите с полотна.  Прибор оснащается современным типом электроуправления. Выбор необходимых программ занятий и других настроек проводится с помощью кнопок и цифрового дисплея. Встроенный Bluetooth-модуль позволяет подключить смартфон или планшет. Читать полностью", Гарантия 1 год Страна Китай Длина полотна 126 см Максимальный вес пользователя 130 кг Ширина полотна 50 см Максимальная скорость 17 км/ч Мощность двигателя (л.с.) 3.83 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 84 см Ширина 20 см Высота 169 см Вес 55 кг Цвет черный/ коричневый ,www.mvideo.ru,2023-08-16
144,Беговая дорожка Evo Fitness EVO FITNESS Speed,400156600,19990,Тренажры,Беговые дорожки ,Evo Fitness,https://img.mvideo.ru/Pdb/400156600b.jpg," Беговая дорожка Evo Fitness Evo Fitness Speed — тренажер, позволяющий развивать скорость 6 км/ч. Габариты полотна — 104х39 см. Предельная нагрузка составляет 110 кг. В верхней части встроен дисплей, отображающий данные о преодоленной дистанции, потраченных калориях. Легкость перемещения и транспортировки обеспечивают колесики, не оставляющие царапин на напольном покрытии.   Устройство можно установить на полу или специальной подложке, поглощающей шум. Модель оснащена мотором мощностью 1,5 л.с., используется для медленной ходьбы или бега трусцой. В качестве источника питания применяется сеть переменного тока с напряжением 220 В. Корпус окрашен в черный и серебристый цвета. Размеры— 129х51х12 см. Вес — 23 кг. Читать полностью", Гарантия 2 года Страна Китай Хорошо придумано компактность Длина полотна 104 см Максимальный вес пользователя 110 кг Ширина полотна 39 см Максимальная скорость 6 км/ч Мощность двигателя (л.с.) 1.5 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 129 см Ширина 51 см Высота 12 см Вес 23 кг Цвет черный/ хром ,www.mvideo.ru,2023-08-16
145,Беговая дорожка Applegate APPLEGATE T7 домашняя,400022671,38990,Тренажры,Беговые дорожки,Applegate,https://img.mvideo.ru/Pdb/400022671b.jpg," Домашняя беговая дорожка Applegate T7 отличается компактными габаритами (151,5х62,5х16,5 см) и небольшим весом (35 кг). Она функционирует от сети 220-240 В. Можно развивать скорость до 6 км/ч, двигаясь на полотне шириной 44,5 см с зафиксированным наклоном.  Внизу располагается цифровой дисплей, на котором отражается пройденное расстояние, набранная скорость, количество израсходованных калорий во время тренировки. Складная конструкция позволяет хранить тренажер в комнате любых размеров. Перемещать его можно, используя транспортировочные колесики.", Гарантия 1 год Страна Китай Обратите внимание Фиксированный наклон Удачное решение Складная конструкция без поручней Важная особенность Пульт дистанционного управления Пользователи оценят поставляется в предварительно собранном виде Хорошо придумано дисплей встроен в моторный отсек тренажера Длина полотна 130 см Максимальный вес пользователя 110 кг Ширина полотна 44.5 см Максимальная скорость 6 км/ч Мощность двигателя (л.с.) 1.5 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 151.5 см Ширина 62.5 см ,www.mvideo.ru,2023-08-16
